代码,名称,现价,流通市值(亿),分类,蓄势相似度,拉升相似度,蓄势段涨幅,拉升段涨幅,匹配段DTW,匹配段相关,量能形态
600073,光明肉业,5.270,49.4,刚启动(拉升初期),25.14,58.73,-0.0019,0.054,2.0995,0.7346,1.0
600071,凤凰光学,15.830,44.6,刚启动(拉升初期),8.18,58.57,-0.1031,0.0865,1.9147,0.8161,0.4
600628,新世界,6.120,39.6,刚启动(拉升初期),12.43,58.46,-0.0467,0.0462,1.9557,0.8308,0.4
600196,复星医药,23.560,499.1,刚启动(拉升初期),42.6,58.45,0.0133,0.0356,2.2616,0.7836,1.0
603660,苏州科达,11.410,65.2,刚启动(拉升初期),15.46,58.45,-0.0396,0.3455,1.6977,0.8193,0.0
603806,福斯特,15.450,403.1,刚启动(拉升初期),8.03,58.4,-0.1369,0.0957,1.6494,0.8225,0.0
600791,京能置业,7.480,33.8,刚启动(拉升初期),5.74,58.37,-0.5137,0.1299,2.0015,0.7611,0.7
300151,昌红科技,16.880,62.2,刚启动(拉升初期),7.28,58.35,-0.2847,0.1546,1.8133,0.7706,0.4
603270,金帝股份,27.870,19.7,刚启动(拉升初期),8.66,58.35,0.0098,0.17,1.6429,0.8127,0.0
600667,太极实业,21.440,448.4,刚启动(拉升初期),32.12,58.3,0.6672,0.1964,1.9554,0.8133,0.4
300012,华测检测,15.130,216.7,刚启动(拉升初期),12.83,58.22,0.0529,0.1216,2.0071,0.685,1.0
603375,盛景微,39.210,25.0,刚启动(拉升初期),7.74,58.22,-0.1965,0.1549,1.6748,0.8213,0.0
600736,苏州高新,6.670,76.8,刚启动(拉升初期),8.4,58.2,-0.0539,0.0881,2.2261,0.8354,0.7
600663,陆家嘴,9.370,368.7,刚启动(拉升初期),31.83,58.15,0.2924,0.3234,1.798,0.847,0.0
600114,东睦股份,30.220,186.3,刚启动(拉升初期),7.85,58.13,-0.1748,0.1508,1.7483,0.8438,0.0
002852,道道全,8.010,22.9,刚启动(拉升初期),18.64,58.1,0.0063,0.0928,2.1188,0.7219,1.0
600386,北巴传媒,3.380,27.3,刚启动(拉升初期),12.3,58.04,-0.0765,0.0833,1.7187,0.8379,0.0
301031,中熔电气,92.780,106.6,刚启动(拉升初期),6.09,58.02,-0.4689,0.1312,1.6949,0.8252,0.0
603790,雅运股份,24.290,46.5,形态接近(观察),15.32,57.99,-0.0729,0.1539,2.378,0.7999,1.0
600108,亚盛集团,3.300,64.2,刚启动(拉升初期),8.42,57.98,-0.049,0.1074,2.0313,0.6884,1.0
003020,立方制药,18.150,30.6,刚启动(拉升初期),40.95,57.97,0.1,0.0577,1.9437,0.8134,0.4
